Time,Actual,Predicted
991,0.1315643590922834,0.7635111212730408
992,0.125333233564302,0.7558024525642395
993,0.11909716009487138,0.7633413076400757
994,0.1128563848734802,0.7490615844726562
995,0.1066111542752553,0.7550727725028992
996,0.10036171485121419,0.7629310488700867
997,0.0941083133185105,0.7707595229148865
998,0.0878511965507433,0.7620114684104919
999,0.0815906115681545,0.7430185675621033
1000,0.0753268055279336,0.49328410625457764
1001,0.0690600257144035,0.502435028553009
1002,0.0627905195293151,0.5088028311729431
1003,0.056518534482023,0.5233331918716431
1004,0.0502443181797649,0.5120168328285217
1005,0.0439681183178642,0.5294641256332397
1006,0.0376901826699307,0.533460259437561
1007,0.0314107590781284,0.5333038568496704
1008,0.025130095443334402,0.555627703666687
1009,0.018848439715409,0.5574323534965515
1010,0.012566039883350298,0.5362873077392578
1011,0.0062831439655606,0.5546929836273193
1012,-1.4708141202500005e-15,0.5373268723487854
1013,-0.0062831439655635,0.5680161714553833
1014,-0.0125660398833532,0.5566790103912354
1015,-0.018848439715412,0.5612782835960388
1016,-0.0251300954433373,0.5819782018661499
1017,-0.0314107590781313,0.5785050988197327
1018,-0.0376901826699336,0.5618792772293091
1019,-0.0439681183178671,0.5786282420158386
1020,-0.050244318179767905,0.5841940641403198
1021,-0.056518534482026,0.5836986899375916
1022,-0.062790519529318,0.5830290913581848
1023,-0.0690600257144065,0.5877909660339355
1024,-0.0753268055279366,0.6078276038169861
1025,-0.0815906115681574,0.6082425117492676
1026,-0.0878511965507462,0.5859783291816711
1027,-0.0941083133185134,0.603274405002594
1028,-0.1003617148512172,0.5895339250564575
1029,-0.1066111542752583,0.5906172394752502
1030,-0.1128563848734832,0.6187480688095093
1031,-0.1190971600948744,0.6196128726005554
1032,-0.125333233564305,0.6195667386054993
1033,-0.1315643590922864,0.6239144802093506
1034,-0.137790290684638,0.6102527976036072
1035,-0.1440107825522552,0.6181686520576477
1036,-0.1502255891207562,0.6331354975700378
1037,-0.1564344650402332,0.6273128986358643
1038,-0.162637165194882,0.641078770160675
1039,-0.1688334447127354,0.6376990675926208
1040,-0.1750230589752737,0.6423450112342834
1041,-0.1812057636271381,0.6273214221000671
1042,-0.18738131458572851,0.6391129493713379
1043,-0.1935494680508602,0.6390865445137024
1044,-0.1997099805144101,0.6344751119613647
1045,-0.2058626087698805,0.6471365094184875
1046,-0.2120071099220569,0.655227780342102
1047,-0.218143241396541,0.6405109763145447
1048,-0.2242707609493827,0.6646232604980469
1049,-0.2303894266765883,0.6654881834983826
1050,-0.23649899702372537,0.6643657088279724
1051,-0.24259923079541126,0.6626289486885071
1052,-0.2486898871648548,0.6691388487815857
1053,-0.2547707256833852,0.6923305988311768
1054,-0.2608415062898962,0.6713108420372009
1055,-0.2669019893203779,0.6831650137901306
1056,-0.2729519355173238,0.6713218092918396
1057,-0.2789911060392308,0.681371808052063
1058,-0.2850192624699739,0.6806055307388306
1059,-0.2910361668282726,0.6853836178779602
1060,-0.2970415815770387,0.6952428817749023
1061,-0.303035269632774,0.6801530122756958
1062,-0.3090169943749505,0.6941264867782593
1063,-0.3149865196553041,0.6954535841941833
1064,-0.3209436098072118,0.7057065367698669
1065,-0.326888029654941,0.7047469615936279
1066,-0.3328195445229882,0.7012141942977905
1067,-0.3387379202452892,0.6844189763069153
1068,-0.3446429231745179,0.712783694267273
1069,-0.3505343201912628,0.70632004737854
1070,-0.35641187871325075,0.7089015245437622
1071,-0.36227536670454863,0.7283806204795837
1072,-0.36812455268467725,0.6999035477638245
1073,-0.3739592057378028,0.7348889708518982
1074,-0.3797790955217998,0.7245044708251953
1075,-0.38558399227739804,0.723343014717102
1076,-0.3913736668372004,0.7290164828300476
1077,-0.3971478906347814,0.7502359747886658
1078,-0.4029064357136664,0.7285458445549011
1079,-0.4086490747363491,0.7398872375488281
1080,-0.4143755809932871,0.7341145277023315
1081,-0.42008572841180575,0.7437418103218079
1082,-0.4257792915650749,0.7517657279968262
1083,-0.4314560456809577,0.7385386824607849
1084,-0.4371157666509345,0.7421178221702576
1085,-0.4427582310388995,0.756883442401886
1086,-0.4483832160900331,0.7416628003120422
1087,-0.4539904997395504,0.7635111212730408
1088,-0.45957986062148803,0.7558024525642395
1089,-0.4651510780774613,0.7633413076400757
1090,-0.470703932165332,0.7490615844726562
1091,-0.47623820366794123,0.7550727725028992
1092,-0.48175367410171394,0.7629310488700867
1093,-0.4872501257253339,0.7707595229148865
1094,-0.4927273415482896,0.7620114684104919
1095,-0.4981851053394917,0.7430185675621033
1096,-0.5036232016357645,0.49328410625457764
1097,-0.5090414157503714,0.502435028553009
